TotalFile:1129	PakTime:2010-4-19 19:59:15	PakTimeSave:4bcc4593	CRC:e3876214
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
510	719b0d37	2009-9-22 17:56:49	\task_publish\sub\000000000000028F.xml	24694	2686	4	4268381f
511	71aea7e4	2008-10-16 10:34:44	\task_publish\sub\00000000000000E6.xml	9476	1188	4	2f3ee62f
512	71dd0049	2008-10-16 10:34:53	\task_publish\sub\000000000000015F.xml	10782	1253	4	d49df8d9
513	7240e8fc	2008-11-20 9:22:45	\task_publish\sub\00000000000001E2.xml	10454	1380	4	6b4d25e3
514	728e04a2	2008-10-16 10:34:44	\task_publish\sub\00000000000000E7.xml	11136	1542	4	faf01ba2
515	7304867e	2010-2-1 12:44:46	\task_publish\task\0000000000000056.xml	8250	1685	4	a611ba90
516	73512b4f	2008-10-16 10:34:35	\task_publish\sub\0000000000000074.xml	36310	4078	4	988e3846
517	7401aa70	2008-11-20 9:22:45	\task_publish\sub\00000000000001E0.xml	15072	1541	4	867651b7
518	744fc626	2008-10-16 10:34:44	\task_publish\sub\00000000000000E5.xml	9866	1449	4	7f02a55c
519	749bd10e	2010-2-1 12:40:55	\task_publish\task\0000000000000008.xml	42682	6506	4	3b14f700
520	74bbac69	2009-9-22 17:56:49	\task_publish\sub\000000000000028E.xml	27196	2381	4	a676cbe8
521	74fda28b	2008-10-16 10:34:53	\task_publish\sub\000000000000015E.xml	4332	669	4	9208535e
522	7512ecc3	2008-10-16 10:34:35	\task_publish\sub\0000000000000072.xml	14258	1870	4	7fab5b5a
523	75293454	2010-2-1 12:44:40	\task_publish\task\0000000000000054.xml	8476	1645	4	cfe6f0
524	76134f61	2010-2-1 12:44:43	\task_publish\task\0000000000000055.xml	7978	1548	4	5080eca8
525	76724d81	2008-10-16 10:34:35	\task_publish\sub\0000000000000073.xml	46146	5235	4	a591c40c
526	77248349	2010-2-1 12:58:7	\task_publish\task\0000000000000168.xml	7362	1674	4	35f01e1a
527	7726ab24	2010-2-1 13:1:43	\task_publish\task\00000000000001B0.xml	7662	1392	4	4cef479d
528	772bfcc8	2009-6-26 17:34:7	\task_publish\sub\0000000000000254.xml	21648	2680	4	51e1b8ba
529	776df3ea	2008-10-16 10:34:49	\task_publish\sub\0000000000000124.xml	21718	2037	4	4847d19d
530	77ab6f90	2008-10-16 10:34:28	\task_publish\sub\0000000000000029.xml	45176	4883	4	835b22e6
531	77f6eb64	2010-2-1 12:47:34	\task_publish\task\000000000000008F.xml	7370	1525	4	2d1f8780
532	7827fd47	2010-2-1 12:44:37	\task_publish\task\0000000000000053.xml	7762	1430	4	9e93eb13
533	78330f05	2008-10-16 10:34:35	\task_publish\sub\0000000000000071.xml	19630	3236	4	38b5bd81
534	78c9312f	2010-2-1 12:58:1	\task_publish\task\0000000000000166.xml	7344	1507	4	e91c3b41
535	78d4be4c	2009-6-26 17:34:7	\task_publish\sub\0000000000000252.xml	28180	2773	4	20fdace2
536	792eb56e	2008-10-16 10:34:48	\task_publish\sub\0000000000000122.xml	8884	1342	4	52f2dad7
537	79542114	2008-10-16 10:34:28	\task_publish\sub\0000000000000027.xml	39308	3820	4	dc89503c
538	799b193a	2010-2-1 12:47:28	\task_publish\task\000000000000008D.xml	6900	1369	4	7ed52b93
539	79d45e62	2008-10-16 10:34:58	\task_publish\sub\00000000000001CF.xml	11258	1352	4	8a0f7303
540	7a0e122c	2008-10-16 10:34:48	\task_publish\sub\0000000000000123.xml	16930	2105	4	f92f0eea
541	7a33483c	2010-2-1 12:58:4	\task_publish\task\0000000000000167.xml	7232	1619	4	d966b877
542	7a341f0a	2009-6-26 17:34:7	\task_publish\sub\0000000000000253.xml	22082	2837	4	c8342ab3
543	7a4b8ed2	2008-10-16 10:34:28	\task_publish\sub\0000000000000028.xml	22624	2597	4	fbb865f6
544	7a8d5057	2010-2-1 12:47:31	\task_publish\task\000000000000008E.xml	7104	1504	4	f48b9b44
545	7b44ceab	2009-9-22 17:56:49	\task_publish\sub\000000000000028D.xml	25020	2330	4	c1d7b970
546	7b687958	2008-10-16 10:34:44	\task_publish\sub\00000000000000E4.xml	8646	1360	4	96946383
547	7b6d3119	2009-2-18 19:14:10	\task_publish\sub\0000000000000209.xml	9846	1404	4	47c8f644
548	7b9186f1	2010-2-1 12:40:52	\task_publish\task\0000000000000007.xml	53794	8824	4	3a8051c3
549	7b9ec5cd	2008-10-16 10:34:53	\task_publish\sub\000000000000015D.xml	6782	1105	4	53513724
550	7c754056	2008-10-16 10:34:28	\task_publish\sub\0000000000000026.xml	25668	3359	4	1aab5fb1
551	7c91ce2d	2010-2-1 12:47:25	\task_publish\task\000000000000008C.xml	7232	1487	4	7c4d1b23
552	7cf4f0a4	2008-10-16 10:34:58	\task_publish\sub\00000000000001CE.xml	11460	1409	4	ec87b56e
553	7d05802f	2009-9-22 17:56:49	\task_publish\sub\000000000000028B.xml	19586	2281	4	a51dedf9
554	7d293adc	2008-10-16 10:34:43	\task_publish\sub\00000000000000E2.xml	9858	1516	4	a6911e1b
555	7d2ef29d	2009-2-20 10:38:18	\task_publish\sub\0000000000000207.xml	16402	1392	4	88f0a230
556	7d5f8741	2008-10-16 10:34:52	\task_publish\sub\000000000000015B.xml	6944	875	4	5a8759d7
557	7da634d7	2010-2-1 12:40:49	\task_publish\task\0000000000000005.xml	101672	13763	4	f7cab4c1
558	7dbb0215	2010-2-1 13:0:52	\task_publish\task\000000000000019F.xml	9504	1245	4	1fb26833
559	7e089b9a	2008-10-16 10:34:44	\task_publish\sub\00000000000000E3.xml	29880	3274	4	d04f96ce
560	7e0e505b	2009-2-18 19:14:10	\task_publish\sub\0000000000000208.xml	9444	1180	4	339bd2e8
561	7e6561ed	2009-9-22 17:56:49	\task_publish\sub\000000000000028C.xml	27860	1976	4	37d42714
562	7ea84fe4	2008-10-24 15:47:36	\task_publish\task\0000000000000006.xml	61050	8078	4	b54b94cc
563	7ebf640f	2008-10-16 10:34:52	\task_publish\sub\000000000000015C.xml	6934	856	4	15bf726b
564	7ed3ae47	2008-10-16 10:34:34	\task_publish\sub\0000000000000070.xml	16686	2079	4	7493042e
565	7f3da22a	2010-2-1 12:44:34	\task_publish\task\0000000000000052.xml	7678	1328	4	1cfa7540
566	7fb183cc	2010-2-1 12:54:12	\task_publish\task\0000000000000119.xml	9540	1436	4	1bed7377
567	7fc7e612	2010-2-1 12:57:58	\task_publish\task\0000000000000165.xml	7268	1552	4	def4deab
568	7fcfd7a0	2008-10-16 10:34:48	\task_publish\sub\0000000000000121.xml	20328	2600	4	70af2169
569	7ff5d08e	2009-6-29 14:47:23	\task_publish\sub\0000000000000251.xml	27700	2448	4	78b09759
570	802f0c90	2010-2-1 12:45:31	\task_publish\task\0000000000000066.xml	7182	1457	4	d2766554
571	80fbcebf	2009-1-14 13:50:50	\task_publish\sub\00000000000001F1.xml	47444	4184	4	d9b7c324
572	81217b65	2008-10-16 10:34:45	\task_publish\sub\00000000000000F6.xml	10482	1180	4	e2341b95
573	81314178	2010-2-1 12:58:58	\task_publish\task\0000000000000179.xml	7376	1103	4	d488ba31
574	81336953	2010-2-1 13:2:34	\task_publish\task\00000000000001C1.xml	10238	2076	4	571003b0
575	8157c7ca	2008-10-16 10:34:54	\task_publish\sub\000000000000016F.xml	11674	1694	4	a763af29
576	81a5a2ee	2008-10-16 10:34:26	\task_publish\sub\000000000000000A.xml	21070	3251	4	f5f856aa
577	81f40102	2008-10-16 10:34:36	\task_publish\sub\0000000000000083.xml	22788	2191	4	24a68484
578	8200d823	2008-10-16 10:34:45	\task_publish\sub\00000000000000F7.xml	9186	1451	4	34081b57
579	8224a060	2010-2-1 13:2:37	\task_publish\task\00000000000001C2.xml	10226	2189	4	6e6f247f
580	828503ac	2008-10-16 10:34:26	\task_publish\sub\000000000000000B.xml	37900	3854	4	28e448c
581	82ebeec0	2010-2-1 12:40:10	\task_publish\sub\0000000000000084.xml	25628	2460	4	65807692
582	837c418c	2008-10-16 10:34:57	\task_publish\sub\00000000000001A8.xml	21830	2037	4	fcef5978
583	838d1117	2009-7-2 14:47:27	\task_publish\sub\0000000000000265.xml	14422	1272	4	8c3bcef2
584	83c71429	2008-10-16 10:34:50	\task_publish\sub\0000000000000135.xml	29866	2470	4	9f731e96
585	8470660c	2008-10-16 10:34:53	\task_publish\sub\000000000000016E.xml	11672	1695	4	934bfc19
586	8494a044	2010-2-1 12:40:7	\task_publish\sub\0000000000000082.xml	15208	1778	4	b5b3efb1
587	84991186	2010-2-1 12:48:22	\task_publish\task\000000000000009F.xml	10150	1304	4	be6b2d7e
588	851f07f3	2010-2-1 13:1:37	\task_publish\task\00000000000001AE.xml	7666	1407	4	f664c22c
589	853d0300	2008-10-16 10:34:57	\task_publish\sub\00000000000001A6.xml	14492	1826	4	b5335ee4
590	854ed28b	2009-7-2 14:47:27	\task_publish\sub\0000000000000263.xml	15512	1279	4	97ea5062
591	858029ad	2009-2-19 9:53:47	\task_publish\sub\0000000000000133.xml	53118	5117	4	8b79cae2
592	85ae4420	2010-2-1 12:41:40	\task_publish\task\0000000000000018.xml	90652	9085	4	62725e76
593	85ce4253	2008-10-16 10:34:29	\task_publish\sub\0000000000000038.xml	41806	4571	4	3f29d141
594	86015e00	2010-2-1 13:1:40	\task_publish\task\00000000000001AF.xml	7668	1397	4	dae64be1
595	861ce0ce	2008-10-16 10:34:57	\task_publish\sub\00000000000001A7.xml	10624	1464	4	3d8a50d
596	86979f3d	2010-2-1 12:41:43	\task_publish\task\0000000000000019.xml	7916	1564	4	78b1352
597	86adb049	2009-7-2 14:47:27	\task_publish\sub\0000000000000264.xml	15518	1284	4	f1b1a0bf
598	86e7b76b	2008-10-16 10:34:50	\task_publish\sub\0000000000000134.xml	18502	2021	4	72b2b259
599	872d2311	2010-2-1 12:38:53	\task_publish\sub\0000000000000039.xml	45238	4913	4	c5f89baa
600	878461f1	2008-12-16 19:35:43	\task_publish\sub\00000000000001F0.xml	57866	4172	4	55520c43
601	87c19da7	2008-10-16 10:34:45	\task_publish\sub\00000000000000F5.xml	15004	1566	4	614b1479
602	87c9de46	2010-2-1 13:2:31	\task_publish\task\00000000000001C0.xml	10222	2150	4	14b408e
603	87cf366b	2010-2-1 12:58:55	\task_publish\task\0000000000000178.xml	8284	1129	4	6b355a48
604	8815cce6	2010-2-1 13:1:34	\task_publish\task\00000000000001AD.xml	11190	1306	4	964c9966
605	886f75cd	2009-7-2 14:47:27	\task_publish\sub\0000000000000262.xml	15512	1274	4	d31584c7
606	88a148ef	2008-10-16 10:34:50	\task_publish\sub\0000000000000132.xml	29066	3052	4	8121d3fd
607	88a40d13	2010-2-1 12:41:37	\task_publish\task\0000000000000017.xml	46818	6909	4	b02d14f9
608	88ca6059	2010-2-1 12:45:25	\task_publish\task\0000000000000063.xml	7186	1589	4	2bfd1c73
609	88eee495	2008-10-24 15:47:18	\task_publish\sub\0000000000000037.xml	61104	5673	4	da72f6d8
610	896e15e3	2008-11-20 9:22:45	\task_publish\sub\00000000000001DF.xml	22830	2516	4	7f57176d
611	898017dc	2009-3-20 12:17:45	\task_publish\sub\0000000000000218.xml	36850	3985	4	ecb22d84
612	89835f1b	2008-10-16 10:34:45	\task_publish\sub\00000000000000F3.xml	7150	1600	4	48de1da8
613	89d3a441	2010-2-1 12:58:49	\task_publish\task\0000000000000176.xml	7340	1095	4	d20c0c83
614	8a33bb76	2010-2-1 12:45:28	\task_publish\task\0000000000000064.xml	7616	1759	4	5432d1b8
615	8ac5ff5e	2010-2-1 12:58:52	\task_publish\task\0000000000000177.xml	8270	1123	4	162e38f7
616	8ae23cd9	2008-10-16 10:34:45	\task_publish\sub\00000000000000F4.xml	19460	1974	4	ca237727
617	8ae7f49a	2009-3-31 10:21:55	\task_publish\sub\0000000000000219.xml	26972	3297	4	6daa4039
618	8b10994e	2008-10-16 10:34:53	\task_publish\sub\000000000000016D.xml	14258	2029	4	2ac2bae0
619	8b97c769	2010-2-1 12:48:19	\task_publish\task\000000000000009E.xml	10154	1308	4	5b6d6265
620	8bb5c286	2008-10-16 10:34:36	\task_publish\sub\0000000000000081.xml	11982	1934	4	82ac0ff8
621	8bdda242	2008-10-16 10:34:57	\task_publish\sub\00000000000001A5.xml	15238	1988	4	cb56840d
622	8c0eb425	2008-11-20 16:46:51	\task_publish\sub\00000000000001DE.xml	26326	2651	4	b5e70059
623	8c4436ee	2010-2-1 12:55:0	\task_publish\task\0000000000000129.xml	9566	2300	4	a01d8c17
624	8ca0b61e	2009-3-20 12:17:44	\task_publish\sub\0000000000000217.xml	51404	3874	4	32d9db3e
625	8ca3fe5d	2008-10-16 10:34:45	\task_publish\sub\00000000000000F2.xml	10296	1462	4	fa1fd830
626	8cd25ac2	2008-10-16 10:34:53	\task_publish\sub\000000000000016B.xml	41904	3285	4	c6de0707
627	8cea6d34	2010-2-1 12:58:46	\task_publish\task\0000000000000175.xml	8246	1117	4	7075da7b
628	8d9f67c6	2008-10-16 10:34:57	\task_publish\sub\00000000000001A3.xml	11412	1350	4	72323015
629	8da4754f	2010-2-1 12:48:13	\task_publish\task\000000000000009C.xml	7126	1498	4	e3d0176e
630	8dc4906c	2008-10-16 10:34:39	\task_publish\sub\00000000000000A8.xml	25296	1887	4	e800325f
631	8e313b80	2008-10-16 10:34:53	\task_publish\sub\000000000000016C.xml	24788	2549	4	31855baa
632	8e5665b8	2008-10-16 10:34:36	\task_publish\sub\0000000000000080.xml	23484	2452	4	97b3fb9e
633	8ead8c5c	2010-2-1 23:4:13	\task_publish\task\000000000000009D.xml	116748	11708	4	bd5daba
634	8efec484	2008-10-16 10:34:57	\task_publish\sub\00000000000001A4.xml	29940	2615	4	4625e973
635	8f0f940f	2009-7-2 14:47:27	\task_publish\sub\0000000000000261.xml	15512	1276	4	f8bb7f7f
636	8f23b5c9	2010-2-1 13:1:31	\task_publish\task\00000000000001AC.xml	9508	1244	4	fd79198f
637	8f24712a	2008-10-16 10:34:39	\task_publish\sub\00000000000000A9.xml	16278	1737	4	7458a386
638	8f41eb21	2008-10-16 10:34:50	\task_publish\sub\0000000000000131.xml	15032	2067	4	c53221b0
639	8f8f07d7	2008-10-16 10:34:29	\task_publish\sub\0000000000000036.xml	47748	3915	4	836023b7
640	8fb2f206	2010-2-1 12:41:34	\task_publish\task\0000000000000016.xml	41452	4930	4	da4abc22
641	8fc0294c	2010-2-1 12:45:22	\task_publish\task\0000000000000062.xml	6728	1310	4	ce1c2ff1
642	90035ce0	2009-3-19 20:2:3	\task_publish\sub\0000000000000184.xml	12768	2124	4	bba7cf1a
643	903cf1cc	2008-10-16 10:34:47	\task_publish\sub\000000000000010B.xml	13826	1734	4	cae4820e
644	9048c896	2010-2-1 12:40:16	\task_publish\sub\0000000000000089.xml	22776	2485	4	888f043
645	90758341	2010-2-1 12:53:51	\task_publish\task\0000000000000112.xml	7192	1186	4	43386a76
646	910aaa4b	2009-11-19 18:49:57	\task_publish\sub\0000000000000200.xml	15238	1323	4	3f0612a4
647	911ec4f8	2008-10-16 10:34:42	\task_publish\sub\00000000000000CC.xml	27042	2543	4	a1ec4642
648	917a43cc	2010-2-1 12:49:22	\task_publish\task\00000000000000B3.xml	6872	1120	4	4f51db0
649	91e92f44	2010-2-1 12:56:46	\task_publish\task\000000000000014C.xml	7586	1844	4	65bb1253
650	92639ad9	2010-2-1 12:49:25	\task_publish\task\00000000000000B4.xml	6954	1174	4	c5f15b3b
651	926a0b09	2009-11-19 18:49:59	\task_publish\sub\0000000000000201.xml	15238	1333	4	5db7df8
652	927da5c6	2008-10-16 10:34:42	\task_publish\sub\00000000000000CD.xml	17458	2659	4	8c28a401
653	92c14863	2008-10-16 10:34:32	\task_publish\sub\000000000000005A.xml	30658	2417	4	3ec1746d
654	92d36651	2010-2-1 12:56:49	\task_publish\task\000000000000014D.xml	13232	1903	4	e9eafb5f
655	9375dec1	2010-2-1 13:2:52	\task_publish\task\00000000000001C7.xml	7160	1529	4	e171fbb6
656	93bfb643	2008-12-16 19:35:44	\task_publish\sub\00000000000001F7.xml	18672	1942	4	78c66c00
657	93c726dc	2010-2-1 12:52:4	\task_publish\task\00000000000000EE.xml	27040	2463	4	a3c5248d
658	93fafaaa	2009-6-12 14:35:58	\task_publish\sub\000000000000023B.xml	47872	4377	4	26c9080a
659	94029a1f	2009-7-2 14:47:27	\task_publish\sub\0000000000000269.xml	15512	1275	4	553b5b5b
660	943f673a	2008-10-16 10:34:42	\task_publish\sub\00000000000000CB.xml	22820	1910	4	6815f569
661	94449131	2008-10-16 10:34:50	\task_publish\sub\0000000000000139.xml	46422	4324	4	51940d97
662	947008bf	2010-2-1 12:49:19	\task_publish\task\00000000000000B2.xml	7110	1230	4	e5f455b2
663	94e79437	2010-2-1 12:56:43	\task_publish\task\000000000000014B.xml	7624	1794	4	33fd09bf
664	951a4ca7	2010-2-1 13:2:46	\task_publish\task\00000000000001C5.xml	7224	1455	4	f45ad49f
665	95794bc7	2008-12-16 19:35:44	\task_publish\sub\00000000000001F5.xml	23074	2457	4	72b5b756
666	95cc1e64	2009-3-19 20:2:0	\task_publish\sub\0000000000000182.xml	12772	2124	4	8df3d42b
667	95d454b2	2010-2-1 22:51:44	\task_publish\task\00000000000000EC.xml	9478	2025	4	e3989658
668	960387b4	2010-2-1 13:2:49	\task_publish\task\00000000000001C6.xml	7180	1446	4	ca80bd93
669	96582885	2008-12-16 19:35:44	\task_publish\sub\00000000000001F6.xml	21090	2839	4	ad48141
670	969b1dec	2009-6-11 14:1:24	\task_publish\sub\000000000000023A.xml	48188	5157	4	af9b843d
671	96dd100e	2008-10-16 10:34:47	\task_publish\sub\000000000000010A.xml	10172	1472	4	dd56b6e7
672	96ddefcf	2010-2-1 12:52:1	\task_publish\task\00000000000000ED.xml	10542	1929	4	b8baf89f
673	970c4834	2010-2-1 12:53:48	\task_publish\task\0000000000000111.xml	7130	1142	4	cfdc4ac9
674	971a8cb4	2008-10-16 10:34:26	\task_publish\sub\000000000000000F.xml	26998	3593	4	18e748f3
675	9723ff22	2009-3-19 20:2:2	\task_publish\sub\0000000000000183.xml	12768	2118	4	2f28481b
676	97696bc8	2008-10-16 10:34:36	\task_publish\sub\0000000000000088.xml	17200	1965	4	5a045e7f
677	9810358a	2010-2-1 13:2:43	\task_publish\task\00000000000001C4.xml	10042	2109	4	8f8a8964
678	9819eaf9	2008-12-16 19:35:44	\task_publish\sub\00000000000001F4.xml	15814	2010	4	25f3da8f
679	984706af	2008-10-16 10:34:45	\task_publish\sub\00000000000000F9.xml	29188	3409	4	65db205a
680	98c44e28	2008-10-16 10:34:26	\task_publish\sub\000000000000000D.xml	42328	3956	4	73839113
681	98e21da5	2010-2-1 12:51:55	\task_publish\task\00000000000000EB.xml	9426	2029	4	570578b2
682	98ecb0a6	2009-3-19 20:1:58	\task_publish\sub\0000000000000181.xml	12768	2126	4	f5766f1
683	992a2d4c	2008-10-16 10:34:36	\task_publish\sub\0000000000000086.xml	12370	2615	4	176d4c05
684	99cc5f93	2009-7-2 14:47:27	\task_publish\sub\0000000000000267.xml	14414	1270	4	3716490e
685	9a098a0a	2010-2-1 12:40:13	\task_publish\sub\0000000000000087.xml	43956	4387	4	c856b6d7
686	9a1a3127	2010-2-1 12:53:45	\task_publish\task\0000000000000110.xml	7160	1154	4	d56452ce
687	9a3b2ff6	2008-10-16 10:34:26	\task_publish\sub\000000000000000E.xml	14834	1835	4	489ed0fd
688	9adf867c	2008-10-16 10:34:42	\task_publish\sub\00000000000000CA.xml	8830	1499	4	47624588
689	9b0c29d7	2010-2-1 12:45:40	\task_publish\task\0000000000000069.xml	7058	1504	4	70ea4e6a
690	9b0ef1a2	2010-2-1 12:49:16	\task_publish\task\00000000000000B1.xml	6856	1190	4	d631d247
691	9b233d51	2009-7-2 14:47:27	\task_publish\sub\0000000000000268.xml	13326	1248	4	32a97daf
692	9b653073	2010-2-1 23:4:10	\task_publish\sub\0000000000000138.xml	108904	5050	4	afce3049
693	9bfe5d1a	2010-2-1 12:56:40	\task_publish\task\000000000000014A.xml	7534	1730	4	ed3de46e
694	9c532f4a	2008-10-16 10:34:57	\task_publish\sub\00000000000001A9.xml	18402	1990	4	31b54902
695	9cecfed5	2009-7-2 14:47:27	\task_publish\sub\0000000000000266.xml	13326	1256	4	fbde2a66
696	9d1147ad	2010-2-1 12:45:34	\task_publish\task\0000000000000067.xml	6878	1434	4	9fb2ec8a
697	9d26f5f7	2008-10-16 10:34:50	\task_publish\sub\0000000000000136.xml	66528	5191	4	a09b6cb4
698	9ddaac7d	2009-7-31 9:8:36	\task_publish\sub\00000000000001F2.xml	17082	2481	4	80a0c099
699	9e04a695	2010-2-1 12:49:13	\task_publish\task\00000000000000B0.xml	6572	1118	4	7a7041b4
700	9e0652b5	2010-2-1 23:4:16	\task_publish\sub\0000000000000137.xml	28886	2404	4	be0204e2
701	9e1a9eba	2010-2-1 12:45:37	\task_publish\task\0000000000000068.xml	7256	1488	4	6b1a9c8c
702	9f2efb7d	2010-2-1 13:2:40	\task_publish\task\00000000000001C3.xml	9908	1972	4	7d2dbf06
703	9f3a0d3b	2008-12-16 19:35:44	\task_publish\sub\00000000000001F3.xml	33060	2952	4	2f0bb773
704	9f67b9e1	2008-10-16 10:34:45	\task_publish\sub\00000000000000F8.xml	43804	4956	4	627390f2
705	9f83d18e	2009-11-19 18:51:1	\task_publish\textlist.xml	124	90	4	469c5154
706	9f8dd3d8	2009-3-19 20:1:56	\task_publish\sub\0000000000000180.xml	12774	2128	4	2f6744d8
707	9fcb4f8e	2008-10-16 10:34:36	\task_publish\sub\0000000000000085.xml	30044	3046	4	b246d126
708	9fe4e16a	2008-10-16 10:34:26	\task_publish\sub\000000000000000C.xml	32988	3403	4	fd2e1980
709	9ff8c288	2010-2-1 12:51:52	\task_publish\task\00000000000000EA.xml	10794	2328	4	b9671ad6
710	a08d61cc	2009-3-23 10:24:10	\task_publish\sub\0000000000000210.xml	64298	5287	4	418dc4bd
711	a0909879	2008-10-16 10:34:43	\task_publish\sub\00000000000000DC.xml	10254	1674	4	b2af83
712	a0e9adfe	2010-2-1 12:52:53	\task_publish\task\00000000000000FE.xml	6888	1349	4	842ed66b
713	a1183663	2010-2-1 12:54:39	\task_publish\task\0000000000000122.xml	11248	1748	4	5cd09eb7
714	a2024170	2010-2-1 12:54:42	\task_publish\task\0000000000000123.xml	9268	1968	4	cdaaba3d
715	a25b0fe4	2008-10-16 10:34:34	\task_publish\sub\000000000000006A.xml	42466	3510	4	1e950332
716	a2d3a88b	2010-2-1 12:44:10	\task_publish\task\000000000000004A.xml	7524	1287	4	c5468074
717	a30028d8	2008-10-16 10:34:38	\task_publish\sub\00000000000000A2.xml	26394	2275	4	774c8acb
718	a37cbe2b	2009-7-2 15:53:43	\task_publish\sub\000000000000024B.xml	15508	1269	4	b9f0244a
719	a3851061	2008-8-29 10:28:14	\task_publish\sub\0000000000000194.xml	15412	1220	4	169802b7
720	a3b6b54d	2008-10-16 10:34:48	\task_publish\sub\000000000000011B.xml	9792	1311	4	f03bf0c2
721	a3c28c17	2008-10-16 10:34:38	\task_publish\sub\0000000000000099.xml	17656	1910	4	c992ed4c
722	a3e5ed73	2010-2-1 12:57:34	\task_publish\task\000000000000015D.xml	8304	1252	4	2fbd952d
723	a416ff56	2010-2-1 12:54:36	\task_publish\task\0000000000000121.xml	9438	1328	4	fcd5c479
724	a4c1ea5c	2008-10-16 10:34:38	\task_publish\sub\00000000000000A0.xml	27964	2568	4	30f202dc
725	a51abfd1	2010-2-1 12:50:7	\task_publish\task\00000000000000C2.xml	6802	1159	4	3c79dc8
726	a546d5e5	2009-1-8 14:12:22	\task_publish\sub\0000000000000192.xml	22568	1802	4	2941e656
727	a5642403	2010-2-1 12:53:41	\task_publish\task\000000000000010F.xml	7132	1128	4	8b2c33a1
728	a58a1b49	2010-2-1 12:57:28	\task_publish\task\000000000000015B.xml	8206	1552	4	2a5baa61
729	a58c418b	2008-10-16 10:34:37	\task_publish\sub\0000000000000097.xml	23284	2307	4	5e0815ce
730	a5bde377	2008-10-16 10:34:27	\task_publish\sub\000000000000001E.xml	56498	5714	4	d574add
731	a61dd16d	2009-7-2 15:53:43	\task_publish\sub\000000000000024A.xml	15514	1270	4	d1e72f90
732	a6214b1a	2008-10-16 10:34:38	\task_publish\sub\00000000000000A1.xml	71610	4847	4	e36d9578
733	a657d78f	2008-10-16 10:34:48	\task_publish\sub\000000000000011A.xml	31850	3764	4	2054f085
734	a69d4035	2008-10-16 10:34:27	\task_publish\sub\000000000000001F.xml	20062	2337	4	ef983434
735	a6a5b2a3	2008-9-1 11:54:4	\task_publish\sub\0000000000000193.xml	29490	1705	4	d54596ee
736	a6e32f49	2008-10-16 10:34:37	\task_publish\sub\0000000000000098.xml	27026	2773	4	b143c57
737	a6fc5266	2010-2-1 12:57:31	\task_publish\task\000000000000015C.xml	7178	1072	4	c91db0b1
738	a7855190	2009-7-30 17:2:23	\task_publish\sub\0000000000000279.xml	18316	1620	4	6624d5f5
739	a7b13abb	2008-10-16 10:34:43	\task_publish\sub\00000000000000DB.xml	3830	1152	4	53702df5
740	a7df54b2	2008-10-16 10:34:51	\task_publish\sub\0000000000000149.xml	6950	1230	4	14305167
741	a7e012e1	2010-2-1 12:52:50	\task_publish\task\00000000000000FD.xml	6694	1218	4	c801dcba
742	a81164c4	2010-2-1 12:50:4	\task_publish\task\00000000000000C1.xml	7230	1289	4	c22f3e88
743	a8175ce9	2010-2-1 12:46:28	\task_publish\task\0000000000000079.xml	6840	1291	4	bb31b4f1
744	a85e05a9	2008-10-16 10:34:27	\task_publish\sub\000000000000001D.xml	45820	3451	4	e65b4d9d
745	a8677427	2009-1-8 14:12:20	\task_publish\sub\0000000000000191.xml	22546	1801	4	27aa8b23
746	a872edf6	2010-2-1 12:53:38	\task_publish\task\000000000000010E.xml	7064	1060	4	c4b1575a
747	a880c03c	2010-2-1 12:57:25	\task_publish\task\000000000000015A.xml	7734	1311	4	638b6a5c
748	a8ace0cd	2008-10-16 10:34:37	\task_publish\sub\0000000000000096.xml	33118	3478	4	9a4dd5e
749	a93ab8ac	2010-2-4 16:3:5	\task_publish\task\00000000000001D4.xml	17670	1958	4	6ea0a503
750	a9461314	2009-7-30 17:2:23	\task_publish\sub\0000000000000277.xml	18330	1627	4	e4f156d8
751	a966aa71	2010-2-1 12:49:10	\task_publish\task\00000000000000AF.xml	6842	1163	4	c51cc5a6
752	a9981636	2008-10-16 10:34:51	\task_publish\sub\0000000000000147.xml	36160	3608	4	28a5d1bb
753	a9f480c7	2010-2-1 12:52:44	\task_publish\task\00000000000000FB.xml	6920	1292	4	1b0f8746
754	aa2cf3b9	2010-4-17 17:42:44	\task_publish\task\00000000000001D5.xml	10280	1788	4	21da91a
755	aa525dfd	2008-10-16 10:34:43	\task_publish\sub\00000000000000DA.xml	7716	1987	4	8def1c54
756	aaa5f0d2	2009-7-30 17:2:23	\task_publish\sub\0000000000000278.xml	18338	1634	4	676a6c4f
757	aafedbd4	2010-2-1 12:52:47	\task_publish\task\00000000000000FC.xml	6848	1325	4	c1e4c611
758	aafff7f4	2008-10-16 10:34:51	\task_publish\sub\0000000000000148.xml	10270	1609	4	a54df5bf
759	ab2ca439	2010-2-1 12:54:33	\task_publish\task\0000000000000120.xml	9536	1428	4	d9639e7c
760	ac31619f	2010-3-11 15:31:21	\task_publish\task\00000000000001D3.xml	8260	1615	4	f0c75db3
761	ac66b256	2009-7-30 17:2:23	\task_publish\sub\0000000000000276.xml	18306	1634	4	81ddaa78
762	ac7d1364	2010-2-1 12:49:7	\task_publish\task\00000000000000AE.xml	6736	1067	4	bf04de2d
763	ac8349aa	2010-2-1 12:52:41	\task_publish\task\00000000000000FA.xml	6810	1288	4	17ad7e30
