TenNhanVat	TrangBiChuyen	CapCuongHoa	TongLuotChuyen	TrangBiNhan
DépLàoMN	Ngọa Hổ Thúc Yêu-Việt Quang	12	2	Trục Lộc Hoàng Long Triền Yêu
ThúGâyLú	Huyền Thiết Kiếm-Triệt Cốt	14	1	Kim Qua Chùy-Thương Lang
ThúNhún	Long Uyên Kiếm-Linh Vũ	14	1	Thanh Sương Kiếm-Vân Phách
DépLàoNM	Bắc Thần Liên-Chu Thiềm	12	0	Trục Lộc Thiên Hựu Liên
DépLàoNM	Ngạo Mai Ngọc Đái-Nghịch Thủy	12	1	Trục Lộc Hoàng Long Triền Yêu
ThúBiển	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
HoaBỉNgạn	Bạch Hổ Triền Thủ-Diên Dương	14	0	Thanh Sương Kiếm-Triệt Cốt
ChimĐangSun	Thanh Sương Kiếm-Phá Quân	14	3	Phá Sơn Đao-Hàn Băng
iIiNMiIi	Minh Điệp Phát Kết-Việt Quang	12	2	Phong Lôi Phát Kết-Minh
HỏaGiáp	Huyền Thiết Kiếm-Hoàng Quang	14	1	Phá Sơn Đao-Nghiệp Hỏa
ChimĐangSun	Triều Lộ Liên-Hoàng Quang	14	4	Quần Điểu Liên-Diên Dương
DâuTây	Tuyệt Ảnh Đao-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
NhìnĐéoGì	Nghiệt Long Chùy-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
SóiHoang	Kinh Lôi Thương-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
KêuNhưVạc	Kinh Lôi Thương-Tâm Nhãn	14	0	Thanh Sương Kiếm-Triệt Cốt
MútChùnChụt	Kinh Lôi Thương-Diên Dương	14	0	Hàm Sa Xạ Ảnh-Ô Sương
ĐũyChúa	Huyền Thiết Kiếm-Toái Trần	14	0	Thanh Sương Kiếm-Triệt Cốt
asian3	Triều Lộ Liên-Hoàng Quang	14	1	Quần Điểu Liên-Việt Quang
KhèLửa	Phách Phong Đao-Nghiệp Hỏa	12	0	Hàm Sa Xạ Ảnh-Ô Sương
DépLào	Thông Thiên Phát Quán-Hoàng Quang	14	4	Trục Lộc Thương Khung Quán
PhongLinh	Bắc Thần Liên-Chu Thiềm	12	5	Bắc Thần Liên-Chí mạng
iIiDMiIi	Hàm Sa Xạ Ảnh-Ô Sương	14	1	Hàm Sa Xạ Ảnh-Linh Vũ
NgũNương	Phá Sơn Đao-Toái Trần	12	1	Phá Sơn Đao-Phá Quân
DépLàoVĐ	Tử Kim Thúc Ngạch-Nghịch Thủy	12	1	Trục Lộc Huyền Dương Khôi
DépLàoVĐ	Ngọa Hổ Thúc Yêu-Cự Mộc	12	2	Trục Lộc Hoàng Long Triền Yêu
LãoNgũ	Huyền Thiết Kiếm-Hoàng Quang	14	1	Kim Qua Chùy-Thương Lang
AnhBaChàCú	Ứng Long Giới-Hoàng Quang	14	2	Hình Thiên Giới-Chu Thiềm
LãoTứss	Nghiệt Long Chùy-Tâm Nhãn	13	2	Thấu Cốt Thương-Thương Lang
CánBộThôn	Bắc Thần Liên-Chu Thiềm	12	3	Quần Điểu Liên-Chí mạng
DépLàoMN	Long Thủ Bội-Hoàng Quang	12	3	Côn Bằng Bội-Chí mạng
GiảiTrí	Long Thủ Bội-Diên Dương	12	1	Long Thủ Bội-Diên Dương
DépLào	Thanh Sương Kiếm-Vân Phách	14	5	Thanh Sương Kiếm-Triệt Cốt
DépLào	Bắc Thần Liên-Diên Dương	12	6	Quần Điểu Liên-Hàn
DépLào	Long Thủ Bội-Thiên Sơn	12	7	Côn Bằng Bội-Thanh Phong
DépLào	Bá Vương Ngoa-Tật Phong	14	8	Bá Vương Ngoa-Tật Phong
DépLào	Võ Thần Hộ Uyển-Việt Quang	12	9	Hỏa Lân Hộ Uyển-Chấn
DépLào	Ngọa Hổ Thúc Yêu-Cự Mộc	12	10	Long Bàn Thúc Yêu-Cực
DépLào	Toàn Long Bào-Diên Dương	12	11	Hàn Sương Bào-Hàn
DépLào	Thương Khung Giới-Cự Mộc	12	12	Hình Thiên Giới-Cực
DépLào	Trục Lộc Thương Khung Quán	16	13	Trục Lộc Thương Khung Quán
DépLào	Thiên Ma Phù-Diên Dương	12	14	Thanh Hư Phù-Quy Nguyên
DépLàoDM	Thiên Ma Phù-Diên Dương	12	2	Hổ Phách Thiên Tinh Phù-Vô Song
LãoTứsss	Long Uyên Kiếm-Vân Phách	14	0	Thanh Sương Kiếm-Vân Phách
HắcCôngTử	Tuyệt Ảnh Đao-Hoàng Quang	14	0	Phá Sơn Đao-Lạc Lôi
MộcTử	Tuyệt Ảnh Đao-Tâm Nhãn	14	0	Hàm Sa Xạ Ảnh-Ô Sương
ĐộcTử	Tuyệt Ảnh Đao-Diên Dương	14	0	Phá Sơn Đao-Nghiệp Hỏa
TamTháiTử	Bạch Hổ Triền Thủ-Nghịch Thủy	14	0	Phá Sơn Đao-Nghiệp Hỏa
NhịCôngTử	Phá Sơn Đao-Huyền Vũ	14	0	Phá Sơn Đao-Nghiệp Hỏa
AnhBaChàCú	Triều Lộ Liên-Hoàng Quang	14	3	Quần Điểu Liên-Chí mạng
HồThiếuGia	Long Lân Đao-Hoàng Quang	14	0	Thanh Sương Kiếm-Vân Phách
NươngTử	Phổ Độ Côn-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
HồTiểuTâm	Long Lân Đao-Hoàng Quang	14	0	Hàm Sa Xạ Ảnh-Ô Sương
zGiatteTez	Thanh Sương Kiếm-Vân Phách	14	1	Thanh Sương Kiếm-Vân Phách
hophap	Bắc Minh Bội-Hoàng Quang	14	0	Côn Bằng Bội-Thanh Phong
hophap	Triều Lộ Liên-Hoàng Quang	14	1	Quần Điểu Liên-Truy Ảnh
DépLào	Võ Hầu Thúc Đái-Hoàng Quang	14	15	Hoa Hạ Đằng Long Thúc Yêu-Cực
DépLàoDM	Sơn Quỷ Phát Quán-Cự Mộc	12	3	Trục Lộc Huyền Dương Khôi
SóngThần	Thiên Ma Phù-Cự Mộc	12	2	Hổ Phách Thiên Tinh Phù-Vô Song
PimPeBg	Nghiệt Long Chùy-Toái Trần	14	0	Thấu Cốt Thương-Thương Lang
PimPeNe	Long Lân Đao-Tâm Nhãn	14	0	Thanh Sương Kiếm-Vân Phách
ChimBeNe	Long Lân Đao-Lạc Lôi	14	0	Thấu Cốt Thương-Thương Lang
SúngToBg	Long Lân Đao-Tâm Nhãn	14	0	Thấu Cốt Thương-Thương Lang
PímPeBg	Long Lân Đao-Tâm Nhãn	14	0	Thấu Cốt Thương-Thương Lang
SúngPeBg	Long Lân Đao-Tâm Nhãn	14	0	Thấu Cốt Thương-Thương Lang
LãoNhị	Bắc Minh Bội-Hoàng Quang	14	2	Côn Bằng Bội-Chí mạng
NướcBọt	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
quayxedie	Bạch Hổ Triền Thủ-Tâm Nhãn	14	0	Thanh Sương Kiếm-Triệt Cốt
soihungdu	Thất Tinh Thấu Cốt-Phá Quân	14	0	Thanh Sương Kiếm-Triệt Cốt
cuunonhauda	Nghiệt Long Chùy-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
nhentinh	Long Lân Đao-Tâm Nhãn	14	0	Thanh Sương Kiếm-Triệt Cốt
cuncon	Huyền Thiết Kiếm-Linh Vũ	14	0	Hàm Sa Xạ Ảnh-Ô Sương
dangacon	Long Lân Đao-Cự Mộc	14	0	Thanh Sương Kiếm-Triệt Cốt
DépLàoDM	Quần Điểu Liên-Việt Quang	12	4	Trục Lộc Thiên Hựu Liên
PhongLinh	Lương Cúc Ngọc Đái-Cực	12	6	Hoa Hạ Phi Phượng Ngọc Đái-Cực
DépLàoTYK	Thiên Ma Phù-Việt Quang	12	3	Hổ Phách Thiên Tinh Phù-Vô Song
ĐỗThiênVũ	Long Lân Đao-Hoàng Quang	14	0	Phá Sơn Đao-Lạc Lôi
ĐỗThiênTú	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
ĐỗThiênThư	Long Lân Đao-Tâm Nhãn	14	0	Hàm Sa Xạ Ảnh-Ô Sương
PhongLinh	Triều Lộ Liên-Hoàng Quang	14	7	Quần Điểu Liên-Hoàng Quang
CứtMũi	Nghiệt Long Chùy-Thương Lang	14	0	Kim Qua Chùy-Thương Lang
KhèLửa	Thất Tinh Thấu Cốt-Ô Sương	14	1	Hàm Sa Xạ Ảnh-Ô Sương
DangKhoiNe	Huyền Thiết Kiếm-Hoàng Quang	14	0	Phá Sơn Đao-Nghiệp Hỏa
HaiDangNe	Huyền Thiết Kiếm-Hoàng Quang	13	0	Hàm Sa Xạ Ảnh-Ô Sương
MinhKhoiNe	Huyền Thiết Kiếm-Hoàng Quang	14	0	Kim Qua Chùy-Ô Sương
HangSPA	Huyền Thiết Kiếm-Hoàng Quang	14	0	Phá Sơn Đao-Ô Sương
DépLàoVĐ	Thiên Ma Phù-Chu Thiềm	12	3	Hổ Phách Thiên Tinh Phù-Vô Song
DépLàoVĐ	Quần Điểu Liên-Chí mạng	12	4	Trục Lộc Thiên Hựu Liên
ThíchcàKhịa	Long Lân Đao-Tâm Nhãn	14	0	Thanh Sương Kiếm-Triệt Cốt
ChuyMinh	Thiên Ma Phù-Việt Quang	12	0	Thiên Ma Phù-Lâm Li
ChuyMinh	Huyền Thiết Kiếm-Hoàng Quang	14	1	Kim Qua Chùy-Thương Lang
CánBộThôn	Trục Lộc Thương Khung Quán	16	4	Trục Lộc Thương Khung Quán
dotchaylong	Long Lân Đao-Tâm Nhãn	14	2	Phá Sơn Đao-Nghiệp Hỏa
PhụTrợMáu	Huyền Thiết Kiếm-Việt Quang	14	1	Thanh Sương Kiếm-Triệt Cốt
SóngThần	Tử Kim Thúc Ngạch-Việt Quang	12	3	Trục Lộc Thương Khung Quán
TiềmLong	Trục Lộc Hoàng Long Triền Yêu	16	2	Trục Lộc Hoàng Long Triền Yêu
DépLào	Thiên Ma Phù-Thiên Sơn	12	16	Hổ Phách Thiên Tinh Phù-Vô Song
BátGiới	Kim Qua Chùy-Ô Sương	14	1	Kim Qua Chùy-Thương Lang
TiễnMộc	Giác Hải Bổng-Hoàng Quang	14	0	Hàm Sa Xạ Ảnh-Ô Sương
NgaMyKiếm	Huyền Thiết Kiếm-Phá Quân	14	0	Thanh Sương Kiếm-Triệt Cốt
KiếmThổ	Nghiệt Long Chùy-Hoàng Quang	14	0	Thanh Sương Kiếm-Vân Phách
CánBộThôn	Trục Lộc Thương Khung Quán	16	5	Trục Lộc Thương Khung Quán
VôDanh	Long Lân Đao-Phá Quân	14	0	Thanh Sương Kiếm-Thực Cốt
NướcBọt	Thanh Sương Kiếm-Triệt Cốt	14	1	Thanh Sương Kiếm-Triệt Cốt
KiếmThuỷ	Huyền Thiết Kiếm-Phá Quân	14	0	Thanh Sương Kiếm-Triệt Cốt
ĐaoHoả	Giác Hải Bổng-Diên Dương	14	0	Phá Sơn Đao-Nghiệp Hỏa
CánBộThôn	Ngọa Hổ Thúc Yêu-Nghịch Thủy	12	6	Trục Lộc Hoàng Long Triền Yêu
SauThienThu89	Long Lân Đao-Tâm Nhãn	12	5	Thanh Sương Kiếm-Thực Cốt
GiảiTrí	Thiên Ma Phù-Cự Mộc	12	2	Hổ Phách Thiên Tinh Phù-Vô Song
HoàngCave	Thiên Ma Phù-Cự Mộc	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
CánBộThôn	Quần Điểu Liên-Chí mạng	12	7	Trục Lộc Thiên Hựu Liên
HồLãoNhị	Long Lân Đao-Hoàng Quang	14	0	Phá Sơn Đao-Thương Lang
HoàngCave	Bắc Thần Liên-Chu Thiềm	12	2	Trục Lộc Thiên Hựu Liên
PhongLinh	Huyền Thiết Kiếm-Triệt Cốt	14	8	Thanh Sương Kiếm-Triệt Cốt
HoàngCave	Ngọa Hổ Thúc Yêu-Nghịch Thủy	12	3	Trục Lộc Hoàng Long Triền Yêu
adminn	Bắc Thần Liên-Chu Thiềm	12	2	Trục Lộc Thiên Hựu Liên
NướcBọt	Thanh Sương Kiếm-Triệt Cốt	14	2	Phá Sơn Đao-Hàn Băng
DépLào	Quần Điểu Liên-Hàn	12	17	Trục Lộc Thiên Hựu Liên
PhongLinh	Phi Phượng Ngoa-Cự Mộc	14	9	Sính Sa Ngoa-Tuyệt
TrầnAnhTông	Thanh Sương Kiếm-Triệt Cốt	14	1	Thanh Sương Kiếm-Vân Phách
MaNhẫnII	Phá Sơn Đao-Nghiệp Hỏa	14	1	Thanh Sương Kiếm-Vân Phách
MaNhẫnIII	Phá Sơn Đao-Nghiệp Hỏa	14	1	Thanh Sương Kiếm-Vân Phách
PhongLinh	Tiên Xạ Hương Nang-Thanh Phong	12	10	Già Nam Hương Nang-Chí mạng
EmĐâuRồi	Kinh Lôi Thương-Diên Dương	14	0	Thanh Sương Kiếm-Triệt Cốt
HoaAnhĐào	Long Lân Đao-Phá Quân	14	0	Thanh Sương Kiếm-Triệt Cốt
HoaHoong	Kinh Lôi Thương-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
HoaCoGai	Kinh Lôi Thương-Diên Dương	14	0	Thanh Sương Kiếm-Triệt Cốt
Gaicocu	Thất Tinh Thấu Cốt-Phá Quân	14	0	Hàm Sa Xạ Ảnh-Ô Sương
DMGayNua	Long Uyên Kiếm-Diên Dương	13	0	Thanh Sương Kiếm-Triệt Cốt
seasea	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
seasea2	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
seasea3	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
seasea4	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
DépLàoMN	Quần Điểu Liên-Chí mạng	12	4	Trục Lộc Thiên Hựu Liên
DépLàoNM	Thiên Ma Phù-Cự Mộc	12	2	Hổ Phách Thiên Tinh Phù-Vô Song
VôDanh	Giác Hải Bổng-Phá Quân	14	1	Thanh Sương Kiếm-Thực Cốt
seasea5	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
LộnXào3Tac	Long Lân Đao-Phá Quân	14	0	Thanh Sương Kiếm-Toái Trần
LộnXào3Tac	Thanh Sương Kiếm-Toái Trần	14	1	Thanh Sương Kiếm-Triệt Cốt
HoàngCavee	Thiên Ma Phù-Chu Thiềm	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
MaNhẫnI	Phá Sơn Đao-Nghiệp Hỏa	14	1	Thanh Sương Kiếm-Vân Phách
MaNhẫnIV	Phá Sơn Đao-Nghiệp Hỏa	14	1	Thanh Sương Kiếm-Vân Phách
knight	Long Lân Đao-Tâm Nhãn	14	0	Thanh Sương Kiếm-Thực Cốt
quetlabo	Bạch Hổ Triền Thủ-Hoàng Quang	14	0	Thấu Cốt Thương-Thương Lang
chimdangsun	Huyền Thiết Kiếm-Triệt Cốt	14	0	Thanh Sương Kiếm-Triệt Cốt
namphong	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Vân Phách
dieuthuyen	Huyền Thiết Kiếm-Hoàng Quang	14	0	Phá Sơn Đao-Nghiệp Hỏa
khangan	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
TáoMeo	Long Lân Đao-Tâm Nhãn	14	0	Phá Sơn Đao-Nghiệp Hỏa
NếpCam	Long Lân Đao-Tâm Nhãn	14	0	Phá Sơn Đao-Nghiệp Hỏa
VodlKa	Long Lân Đao-Hàn Băng	14	0	Phá Sơn Đao-Nghiệp Hỏa
Chivas	Long Lân Đao-Tâm Nhãn	14	0	Phá Sơn Đao-Nghiệp Hỏa
HeniKen	Long Lân Đao-Hàn Băng	14	0	Phá Sơn Đao-Nghiệp Hỏa
HabaDa	Long Lân Đao-Hàn Băng	14	0	Phá Sơn Đao-Nghiệp Hỏa
iIiMNiIi	Giác Hải Bổng-Tâm Nhãn	14	1	Phổ Độ Côn-Thương Lang
DépLào	Sơn Quỷ Phát Quán-Diên Dương	12	18	Trục Lộc Thương Khung Quán
HangBaby	Huyền Thiết Kiếm-Hoàng Quang	13	0	Xích Tiêu Kiếm-Triệt Cốt
saomộc2	Thiên Ma Phù-Diên Dương	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
iIiCLKiIi	Huyền Thiết Kiếm-Thực Cốt	14	1	Thanh Sương Kiếm-Diên Dương
iIiDMiIi	Huyền Thiết Kiếm-Linh Vũ	14	2	Hàm Sa Xạ Ảnh-Ô Sương
TàThầnNMKll	Tuyệt Ảnh Đao-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
MaNhẫnVI	Giác Hải Bổng-Tâm Nhãn	14	0	Thanh Sương Kiếm-Triệt Cốt
HoàngCaveeeeee	Thiên Ma Phù-Diên Dương	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
nnlụmnn	Nghiệt Long Chùy-Diên Dương	14	0	Thanh Sương Kiếm-Triệt Cốt
seasea6	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
luuphong	Long Lân Đao-Việt Quang	14	0	Phá Sơn Đao-Hàn Băng
duonglam	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Vân Phách
NhuocKhue	Huyền Thiết Kiếm-Hoàng Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
ThienNhan	Huyền Thiết Kiếm-Hoàng Quang	14	0	Phá Sơn Đao-Nghiệp Hỏa
Thiengiao	Thất Tinh Thấu Cốt-Tâm Nhãn	14	0	Hàm Sa Xạ Ảnh-Ô Sương
PhongLinh	Quần Điểu Liên-Hoàng Quang	14	11	Trục Lộc Thiên Hựu Liên
zDoanDuz	Long Lân Đao-Tâm Nhãn	14	0	Phá Sơn Đao-Ô Sương
HoàngCaveeee	Thiên Ma Phù-Diên Dương	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
HoàngCaveee	Thiên Ma Phù-Cự Mộc	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
TiềmLong	Trục Lộc Hoàng Long Triền Yêu	16	3	Trục Lộc Hoàng Long Triền Yêu
PhongLinh	Thanh Hư Phù-Tuyệt	12	12	Hổ Phách Thiên Tinh Phù-Vô Song
ThuýCôNương	Nghiệt Long Chùy-Diên Dương	14	0	Thanh Sương Kiếm-Triệt Cốt
KhạcLửa	Long Lân Đao-Phi Yến	14	0	Phá Sơn Đao-Nghiệp Hỏa
ConSóngA	Thiên Ma Phù-Cự Mộc	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
AConSóngMGC	Thiên Ma Phù-Việt Quang	12	3	Hổ Phách Thiên Tinh Phù-Vô Song
KẻMangTâmSự	Long Uyên Kiếm-Nghiệp Hỏa	16	2	Long Lân Đao-Nghiệp Hỏa
DépLào	Thanh Long Triền Thủ-Triệt Cốt	16	19	Long Lân Đao-Huyền Vũ
TạpHóaLâmAn	Kim Cô Bổng-Tâm Nhãn	16	1	Long Lân Đao-Huyền Vũ
SiêuThú	Thanh Long Triền Thủ-Linh Vũ	16	2	Long Lân Đao-Việt Quang
SaoChổi	Thiên Ngoại Phi Tiên-Diên Dương	16	0	Bạch Hổ Triền Thủ-Triệt Cốt
VươngCường	Thanh Long Triền Thủ-Triệt Cốt	16	2	Huyền Thiết Kiếm-Việt Quang
ThầyTrừTàd	Kim Cô Bổng-Diên Dương	16	1	Long Lân Đao-Nghiệp Hỏa
NhatTinh	Yển Nguyệt Đao-Linh Vũ	16	2	Bạch Hổ Triền Thủ-Việt Quang
ChimĐangSun	Kim Cô Bổng-Hoàng Quang	16	5	Huyền Thiết Kiếm-Việt Quang
ThầyTrừTàa	Phá Thiên Kích-Hoàng Quang	16	1	Thất Tinh Thấu Cốt-Cự Mộc
LãoĐại	Long Uyên Kiếm-Vân Phách	16	4	Huyền Thiết Kiếm-Nghịch Thủy
ThầyTrừTàb	Phá Thiên Chùy-Tâm Nhãn	16	1	Huyền Thiết Kiếm-Nghịch Thủy
NamDoaNe	Long Uyên Kiếm-Phi Yến	16	1	Huyền Thiết Kiếm-Việt Quang
DépLào	Thương Khung Giới-Diên Dương	12	20	Ứng Long Giới-Cực
ThuyKiem	Long Uyên Kiếm-Tâm Nhãn	16	1	Huyền Thiết Kiếm-Việt Quang
asian4	Phá Thiên Chùy-Phá Quân	16	1	Long Lân Đao-Chu Thiềm
HoiUcKT	Kim Cô Bổng-Phi Yến	16	3	Long Lân Đao-Nghiệp Hỏa
SaoMai	Long Uyên Kiếm-Linh Vũ	16	3	Huyền Thiết Kiếm-Nghịch Thủy
luuphong	Phá Sơn Đao-Hàn Băng	14	1	Long Lân Đao-Việt Quang
congha	Phá Thiên Chùy-Toái Trần	16	2	Long Lân Đao-Việt Quang
Thailand	Phá Sơn Đao-Nghiệp Hỏa	14	1	Long Lân Đao-Nghiệp Hỏa
asian3	Hàm Sa Xạ Ảnh-Ô Sương	14	2	Thất Tinh Thấu Cốt-Cự Mộc
HHHHHHHHH	Long Uyên Kiếm-Hoàng Quang	16	3	Huyền Thiết Kiếm-Nghịch Thủy
ThíchcàKhịa	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
anhbachacu	Long Uyên Kiếm-Linh Vũ	16	4	Huyền Thiết Kiếm-Việt Quang
PhongLinh	Thanh Sương Kiếm-Triệt Cốt	14	13	Huyền Thiết Kiếm-Việt Quang
WuKong	Long Uyên Kiếm-Triệt Cốt	16	5	Long Lân Đao-Việt Quang
philippin	Long Uyên Kiếm-Linh Vũ	16	1	Huyền Thiết Kiếm-Việt Quang
WuKong	Võ Thần Hộ Uyển-Diên Dương	12	6	Tiêu Dao Nộ Long Hộ Uyển
TràĐá	Thanh Long Triền Thủ-Diên Dương	16	2	Huyền Thiết Kiếm-Nghịch Thủy
ĐườngTăng	Long Uyên Kiếm-Triệt Cốt	16	1	Long Lân Đao-Nghiệp Hỏa
anhbachacu	Thiên Tàm Ngoa-Diên Dương	14	5	Bá Vương Ngoa-Tật Phong
SóngThần	Long Uyên Kiếm-Triệt Cốt	16	4	Huyền Thiết Kiếm-Việt Quang
MaNhẫnI	Thanh Sương Kiếm-Vân Phách	14	2	Bạch Hổ Triền Thủ-Nghiệp Hỏa
MaNhẫnII	Thanh Sương Kiếm-Vân Phách	14	2	Bạch Hổ Triền Thủ-Nghiệp Hỏa
SaNgộTĩnh	Long Uyên Kiếm-Linh Vũ	16	1	Thất Tinh Thấu Cốt-Cự Mộc
GameKiếmThế	Kim Qua Chùy-Ô Sương	12	0	Long Lân Đao-Cự Mộc
BạchLongMã	Long Uyên Kiếm-Triệt Cốt	16	3	Huyền Thiết Kiếm-Nghịch Thủy
ĐamMêGame	Hàm Sa Xạ Ảnh-Ô Sương	12	0	Thất Tinh Thấu Cốt-Cự Mộc
BồTát	Long Uyên Kiếm-Linh Vũ	16	0	Huyền Thiết Kiếm-Việt Quang
BátGiới	Long Uyên Kiếm-Linh Vũ	16	2	Nghiệt Long Chùy-Chu Thiềm
ffffffffffffff	Thanh Sương Kiếm-Vân Phách	14	1	Huyền Thiết Kiếm-Nghịch Thủy
bbbbbbbbbbbbbb	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
DoatMenh	Yển Nguyệt Đao-Tâm Nhãn	16	1	Thất Tinh Thấu Cốt-Cự Mộc
TiềmLong	Long Uyên Kiếm-Linh Vũ	16	4	Huyền Thiết Kiếm-Nghịch Thủy
zBaKichz	Thanh Long Triền Thủ-Hoàng Quang	16	1	Long Lân Đao-Nghiệp Hỏa
SpLine	Phá Thiên Kích-Hoàng Quang	16	1	Nghiệt Long Chùy-Chu Thiềm
KiếmVôCực	Phá Thiên Kích-Diên Dương	16	1	Huyền Thiết Kiếm-Nghịch Thủy
PhongLinh	Long Uyên Kiếm-Hấp Tinh	16	14	Huyền Thiết Kiếm-Việt Quang
ThuốcLâmAn	Hàm Sa Xạ Ảnh-Ô Sương	14	1	Thất Tinh Thấu Cốt-Thanh Long
TửuLầuLâmAn	Kim Cô Bổng-Diên Dương	16	1	Long Lân Đao-Nghiệp Hỏa
MaNhẫnIII	Thanh Sương Kiếm-Vân Phách	14	2	Bạch Hổ Triền Thủ-Nghiệp Hỏa
MaNhẫnIV	Thanh Sương Kiếm-Vân Phách	14	2	Bạch Hổ Triền Thủ-Nghiệp Hỏa
MaNhẫnV	Thanh Sương Kiếm-Vân Phách	14	1	Huyền Thiết Kiếm-Vân Phách
MaNhẫnVI	Thanh Sương Kiếm-Triệt Cốt	14	1	Bạch Hổ Triền Thủ-Việt Quang
TàThầnNMKll	Thanh Sương Kiếm-Triệt Cốt	14	1	Bạch Hổ Triền Thủ-Việt Quang
TàThầnCLĐll	Phá Sơn Đao-Thương Lang	14	1	Long Lân Đao-Chu Thiềm
TàThầnTYkll	Thanh Sương Kiếm-Triệt Cốt	14	1	Bạch Hổ Triền Thủ-Việt Quang
TàThầnMNll	Phá Sơn Đao-Nghiệp Hỏa	14	1	Bạch Hổ Triền Thủ-Việt Quang
PhongLinh	Sính Sa Ngoa-Tuyệt	14	15	Phi Phượng Ngoa-Cự Mộc
TàThầnMGll	Thanh Long Triền Thủ-Diên Dương	15	1	Long Lân Đao-Nghịch Thủy
zBeHatLuz	Hàm Sa Xạ Ảnh-Ô Sương	14	1	Thất Tinh Thấu Cốt-Cự Mộc
nnlụmnn	Thanh Sương Kiếm-Triệt Cốt	14	1	Bạch Hổ Triền Thủ-Việt Quang
bblụmbb	Thanh Sương Kiếm-Triệt Cốt	14	1	Bạch Hổ Triền Thủ-Việt Quang
ChạyXáchDép	Thanh Hư Phù-Chấn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
ThầyTrừTà	Kim Cô Bổng-Hoàng Quang	16	1	Nghiệt Long Chùy-Chu Thiềm
LãoĐại	Xạ Nhật Hộ Uyển-Cửu Mệnh	12	5	Thiên Tàm Hộ Uyển-Hoàng Quang
Hoàngcaveg	Long Uyên Kiếm-Linh Vũ	16	0	Huyền Thiết Kiếm-Vân Phách
vvlụmvv	Kim Cô Bổng-Phá Quân	15	1	Long Lân Đao-Nghịch Thủy
cclụmcc	Kim Qua Chùy-Thương Lang	14	1	Long Lân Đao-Chu Thiềm
Hoàngcaved	Long Uyên Kiếm-Linh Vũ	15	0	Long Lân Đao-Nghiệp Hỏa
zzlụmzz	Thanh Sương Kiếm-Vân Phách	14	1	Long Lân Đao-Nghịch Thủy
TiềmLong	Long Uyên Kiếm-Linh Vũ	16	5	Long Lân Đao-Nghiệp Hỏa
TrangSứcLâmAn	Yển Nguyệt Đao-Phá Quân	16	1	Long Lân Đao-Bạch Hổ
ZZZZZZZZZZZ	Huyền Thiết Kiếm-Vân Phách	14	0	Huyền Thiết Kiếm-Nghịch Thủy
zGiatteTez	Thanh Sương Kiếm-Vân Phách	14	2	Huyền Thiết Kiếm-Nghịch Thủy
BậtMãÔnDT	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
TâmSựvớiCC	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
NiệmHoiUc	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
TiểuLam	Long Uyên Kiếm-Triệt Cốt	16	0	Huyền Thiết Kiếm-Việt Quang
